id,text,date,truthRating,ratingName,author,headline,named_entities_claim,named_entities_article,keywords,source,sourceURL,link,language
http://data.gesis.org/claimskg/claim_review/c215a999-c7cf-5c9f-bada-bcddfccd9a56,'And the revenue generated by drilling off Virginia’s coast? $40 million over 10 years.',2012-02-15,2,MIXTURE,Jim Moran,Moran says drilling off Virginia's coast will net only $40 million for U.S. over 10 years,"Alaska,American Petroleum Institute,Atlantic Ocean,Barack Obama,Bob McDonnell,Bureau of Ocean Energy Management,Congressional Budget Office,Energy Information Administration,Gulf of Mexico,Jim Moran,Jim Webb,Mark Warner,Mexico.A,Natural gas,State of the Union address,inflation-adjusted,natural gas,offshore drilling,oil shale",,"Energy,State Finances",politifact,http://www.politifact.com,http://www.politifact.com/virginia/statements/2012/mar/23/jim-moran/moran-says-dilling-virginias-coast-will-net-4-mill/,English
http://data.gesis.org/claimskg/claim_review/1eff01a2-4c7d-5a9c-928a-1fa9a888ddeb,Health insurance companies pay CEOs $24 million a year,2009-09-15,2,MIXTURE,Health Care for America Now,Health care advocacy group blasts insurers for CEO pay packages,"Aetna,Assurant,Bloomberg News,Cigna,Coventry Health Care,Graef Crystal,Health Care for America Now,Stephen J. Hemsley,UnitedHealth Group,WellPoint,Yahoo! Finance",,"Corporations,Health Care",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2009/sep/16/health-care-america-now/health-care-advocacy-group-blasts-insurers-ceo-pay/,English
http://data.gesis.org/claimskg/claim_review/0b7ea833-4928-5405-b0e0-12b2b31482b6,Ted Cruz said that veterans should start selling cookies in order to raise funds.,Unknown,1,FALSE,Unknown,"Ted Cruz: Vets Should Sell Cookies for Funding, Like Girl Scouts","David Nelson,James Morrison,John Scalzi,Republican,Ted Cruz,USA Today,fake news,fake news site,fake news web,the Internet",Ted Cruz,"ASP Article, Not Necessarily The News",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/cruz-cookies/,English
http://data.gesis.org/claimskg/claim_review/a18e6db1-5ab3-5cbd-b913-155ba758039d,"Passengers on an airliner diverted to Cuba thought the hijacking was a Candid Camera stunt due to the coincidental presence of the show's host, Allen Funt.",Unknown,2,MIXTURE,Unknown,Did Airline Passengers Mistake a Hijacking for a ‘Candid Camera’ Stunt?,"Allen Funt,Associated Press,CBS,Candid Camera,Cuba,Eastern Airlines,Havana,Havana airport,Varadero,What Do You Say to a Naked Lady,a bad,a man,a word,but not,familiar to millions,fed us,got back,hidden camera,longest day,practical joke","Allen Funt,Candid Camera,Cuba","Broadcast Legends, Radio & TV, Television",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/candid-camera-hijacking/,English
http://data.gesis.org/claimskg/claim_review/b46c9e5a-3d3e-5292-aec5-65e9aa4c1f16,Oil money from federal leases 'can only be used to clean up the mess and damages from drilling.',2009-06-15,2,MIXTURE,Bill Nelson,Sen. Bill Nelson says offshore drilling won't pay for Florida schools,"Alabama,Bill Nelson,D-Fla,Florida Panhandle,Gulf of Mexico,Louisiana,Minerals Management Service,Texas General Land Office,bill.Nelson,filibuster,then you",,Environment,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2009/jun/15/bill-nelson/sen-bill-nelson-says-offshore-drilling-wont-pay-fl/,English
http://data.gesis.org/claimskg/claim_review/b1f0ccba-1f2f-5e3f-b2a3-827a4f21dc1d,'The Georgia Lottery Corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the HOPE scholarship.',2011-03-02,1,FALSE,Allie McCullen,Luck runs out for student on lottery claim,"Georgia Lottery,HOPE scholarship,Mega Millions,PolitiFact,The New York Times,University of Georgia,downtown Atlanta","Georgia Lottery,HOPE scholarship",Education,politifact,http://www.politifact.com,http://www.politifact.com/georgia/statements/2011/apr/27/allie-mccullen/luck-runs-out-student-lottery-claim/,English
http://data.gesis.org/claimskg/claim_review/78b5ce3e-a8db-52a2-8c4e-5e1a71d651d3,"'When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.'",2012-06-04,2,MIXTURE,Barack Obama,Barack Obama ad says manufacturing jobs fared worse in Massachusetts under Romney,"Barack Obama,Brookings Institution,Bureau of Labor Statistics,Colorado,Florida,Gary Burtless,Iowa,John McCain,Mitt Romney,Nevada,New Hampshire,North Carolina,Ohio,Pennsylvania,Virginia,argues,economist",Mitt Romney,"Economy,History,Jobs,Message Machine 2012,States",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2012/jun/08/barack-obama/barack-obama-ad-says-manufacturing-jobs-fared-wors/,English
http://data.gesis.org/claimskg/claim_review/9c52e9fc-3231-52b6-944c-94ca5f80abd5,Panda Express will be celebrating its 15th anniversary by offering discounted and free food on 19 November 2008.,Unknown,1,FALSE,Unknown,Panda Express 15th Anniversary Offer,"Los Angeles Times,Panda Express,Panda Inn,Wendy’s,the chain",Panda Express,"ASP Article, something for nothing",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/panda-express/,English
http://data.gesis.org/claimskg/claim_review/ad4543c1-9a8b-59b6-b68f-0c5f2a8ab3ee,'There’s no money' for Planned Parenthood in the bill that would keep the government open.,2015-09-27,3,TRUE,Tom Cole,Is there Planned Parenthood funding in the bill that stops a government shutdown?,"Children’s Health Insurance Program,Fox News Sunday,Georgetown University,Government Affairs Institute,Medicaid,Medicare,Planned Parenthood,Public Health Service Act,Rep. Tom Cole,Tom Cole,entitlement programs",Planned Parenthood,"Abortion,Congress,Congressional Rules,Federal Budget",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2015/sep/29/tom-cole/there-planned-parenthood-funding-bill-stops-govern/,English
http://data.gesis.org/claimskg/claim_review/c942b256-29b0-5929-a3bb-3c8084e7a1b1,"'In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.'",2013-04-09,1,FALSE,Americans United for Life,"Americans United for Life says 1,270 babies died after attempted abortions in 2010","Alan Guttmacher Institute,Americans United for Life,Cary Pigman,Centers for Disease Control and Prevention,Charmaine Yoest,George W. Bush,Guttmacher Institute,Kermit Gosnell,abortion,age.A,an 'other,digestive system,emergency physician,fetus,late-term abortion,medical codes,perinatal period,the trial",,Abortion,politifact,http://www.politifact.com,http://www.politifact.com/florida/statements/2013/apr/16/americans-united-life/americans-united-life-says-1270-babies-survived-ab/,English
http://data.gesis.org/claimskg/claim_review/4cd2dd3d-aac0-51ee-86a6-3943ed2e5dde,Says 'we allow more people into America legally than all other countries on the planet combined.',2013-04-18,2,MIXTURE,Greg Walden,Does the U.S. admit more legal immigrants than the rest of the world combined?,"Australia,Greg Walden,H1-B,India,Jan C. Ting,Lars Larson,New Zealand,OECD,Organization for Economic Co-operation and Development,PolitiFact,Qatar,Rep. Greg Walden,Temple University,The New York Times,U.S. State,U.S. State Department,Washington, D.C,green card,illegal immigration,s more,talk radio,temporary work",,Immigration,politifact,http://www.politifact.com,http://www.politifact.com/oregon/statements/2013/may/24/greg-walden/does-us-really-admit-more-legal-immigrants-rest-wo/,English
http://data.gesis.org/claimskg/claim_review/ebc84749-e76c-5cf6-9984-d93f1505048c,The Obama administration 'actually cut out the democracy in Egypt funds inside the State Department.',2011-02-13,2,MIXTURE,Newt Gingrich,Newt Gingrich accuses Obama administration of cutting democracy funds for Egypt,"ABC,Bureau of Democracy, Human Rights and Labor,Bush Administration,Cairo,Egypt,George W. Bush,Hosni Mubarak,Human Rights Watch,Middle East Partnership Initiative,Newt Gingrich,Obama Administration,Obama administration,Project on Middle East Democracy,This Week with Christiane Amanpour,Tom Malinowski,U.S. Agency for International Development,d check,for reasons I don't understand,rule of law","Egypt,Obama administration","Federal Budget,Foreign Policy,This Week - ABC News",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2011/feb/16/newt-gingrich/newt-gingrich-accuses-obama-administration-cutting/,English
http://data.gesis.org/claimskg/claim_review/3f88730b-865d-5462-b1df-a977037c9634,"'Our bold reforms have Wisconsin’s unemployment rate down to an all-time LOW of 2.9 percent, and the number of people working at an all-time HIGH!'",2018-04-04,2,MIXTURE,Scott Walker,Record-low unemployment and record-high number of people working due to Scott Walker's policies?,"2018 election,HIGH!'Walker,Marquette University,Milwaukee Journal Sentinel,PolitiFact,Republican,Scott Walker,University of Wisconsin-Madison,economist,https,politifact.com",,"Economy,Government regulation,Job Accomplishments,Jobs,Taxes",politifact,http://www.politifact.com,http://www.politifact.com/wisconsin/statements/2018/apr/18/scott-walker/record-low-unemployment-and-record-high-number-peo/,English
http://data.gesis.org/claimskg/claim_review/ae69dcbd-3728-513d-84f5-2215083a9050,'The U.S. Postal Service doesn’t run on your tax dollars. It’s funded solely by stamps and postage.',2013-07-08,2,MIXTURE,American Postal Workers Union,Postal Service claim not fully on target,"American Postal Workers Union,Great Recession,PolitiFact,U.S. Postal Service,U.S. Treasury Department,postage stamp,the price",U.S. Postal Service,"Debt,Federal Budget",politifact,http://www.politifact.com,http://www.politifact.com/georgia/statements/2013/jul/24/american-postal-workers-union/postal-service-claim-not-fully-target/,English
http://data.gesis.org/claimskg/claim_review/7bd546b9-5c4e-5bdb-ad03-d571a9d5e441,'The United States is 65th out of 142 nations and other territories on equal pay.',2015-04-23,2,MIXTURE,Hillary Clinton,Hillary Clinton says U.S. ranks only 65th in world for gender pay equity,"Davos,Global Gender Gap Report,Hillary Clinton,United Nations,World Economic Forum,a man,plus Europe,the pack",,"Jobs,Women",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2015/may/05/hillary-clinton/hillary-clinton-says-us-ranks-just-65th-world-gend/,English
http://data.gesis.org/claimskg/claim_review/cdefd509-8c5a-573c-b1fd-1a7e49b9e1fb,A video shows Dutch politician Tunahan Kuzu putting a grilled cheese in his pocket before an interview.,Unknown,1,FALSE,Unknown,Did This Dutch Politician Put a Grilled Cheese Sandwich in His Pocket Before an Interview?,"Tunahan Kuzu,Twitter,grilled cheese sandwich,iPhone",Tunahan Kuzu,"grilled cheese, tunahan kuzu",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/cheese-phone-pocket/,English
http://data.gesis.org/claimskg/claim_review/079555cd-a2f7-5b8c-a650-187f6b4ddc54,Cameron Diaz was cast to portray Maya Angelou in a new biographical film.,Unknown,1,FALSE,Unknown,"No, Cameron Diaz Wasn’t Cast to Play Maya Angelou in a Biopic","Back to the Future,Birdy,Cameron Diaz,I Know Why the Caged Bird Sings,Maya Angelou,Michael J. Fox,press time","Cameron Diaz,Maya Angelou,biographical film","cameron diaz, maya angelou, oscars, stubhill news",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/cameron-diaz-maya-angelou/,English
http://data.gesis.org/claimskg/claim_review/059a2ff1-716a-5e1d-83e4-5bb8ed702369,Former President Barack Obama was silent on a shooting that targeted Republican congressmen but praised a former drug dealer.,Unknown,1,FALSE,Unknown,"Was Obama Silent on Shooting of Republicans, Reemerging Only to Praise a Drug Dealer?","Alexandria, Virginia,Barack Obama,Daily Wire,Jay Z,Jay-Z,Jeff Flake,Politico,Republican,Shawn Carter,Songwriters Hall of Fame,Steve Scalise,U.S. Capitol police,U.S. Capitol police officer,U.S.-Mexican border,Vanity Fair,congressional baseball game,crack cocaine,hip hop","Barack Obama,Republican","barack obama, mass shooting, steve scalise shot",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/obama-virginia-praise/,English
http://data.gesis.org/claimskg/claim_review/cf54e833-fb9f-565c-bff8-f371e6efd9b3,Whoopi Goldberg called Judge Jeanine  Pirro a 'sand n***er' after the latter's appearance on 'The View.',Unknown,1,FALSE,Unknown,Did Whoopi Goldberg Call Judge Jeanine  Pirro a ‘Sand N***er?’,"ABC,Fox News,Fox News Channel,Jeanine Pirro,Judge Jeanine Pirro,Justice with Judge Jeanine,Twitter,Whoopi Goldberg,nigger,president of the United States,the Fox,twitter","Judge Jeanine  Pirro,Whoopi Goldberg","Jeanine Pirro, the view, whoopi goldberg",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/goldberg-pirro-view-spat/,English
http://data.gesis.org/claimskg/claim_review/bdc24a17-5e50-557d-8fea-f27daa064087,"Says that as Providence’s mayor, David Cicilline said the city had a 'world-class … school system. Not only did Providence not have a world-class school system but as measured, was amongst the last school system in the entire country.'",2012-08-28,1,FALSE,Anthony Gemma,"Anthony Gemma says that when U.S. Rep. David Cicilline was mayor of Providence, the city had """"amongst the last school system in the entire country.""""","David Cicilline,National Center for Education Statistics,Rhode Island’s 1st District,U.S. Department of Education",David Cicilline,"Education,Job Accomplishments",politifact,http://www.politifact.com,http://www.politifact.com/rhode-island/statements/2012/aug/30/anthony-gemma/anthony-gemma-says-when-us-rep-david-cicilline-was/,English
http://data.gesis.org/claimskg/claim_review/a12227fe-79a3-5d6b-8a8d-bd70634a9d30,"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of  'stand your ground.'",2013-07-21,1,FALSE,Instagram posts,"Are Jay Z, Justin Timberlake and Rihanna joining Stevie Wonder's Florida boycott?","AURN,Alicia Keys,American Urban Radio Networks,April Ryan,Bay Times,Beyoncé,Bruce Springsteen,Ciara, Kelly,Eddie Levert,Facebook,Frankie Beverly,George Clinton,George Zimmerman,George Zimmerman trial,Huffington Post,Instagram,Jay Z,Justin Timberlake,Kanye West,Kelly Rowland,Legends of the Summer,Madonna,Mahaffey Theater,Mary J. Blige,Mary Mary,Mother Jones,O’Jays,Parliament Funkadelic,Patti LaBelle,PolitiFact,Quebec City,R&B,R. Kelly,Rihanna,Rod Stewart,Rolling Stones,Stevie Wonder,Sun Life Stadium,Tampa Bay Times,Trayvon Martin,Trey Songz,Usher,Wonder camp,Wyclef Jean,Young Jeezy,blogosphere,but not,stand your ground,stand your ground' law,will.i.am","Jay Z,Justin Timberlake,Rihanna,Stevie Wonder",Crime,politifact,http://www.politifact.com,http://www.politifact.com/florida/statements/2013/jul/23/instagram-posts/are-jay-z-justin-timberlake-and-rihanna-joining-st/,English
http://data.gesis.org/claimskg/claim_review/f03df534-6a14-5dc4-b0f8-1670ecd7f61d,Fox News included an image of singer Patti LaBelle instead of Aretha Franklin in a tribute piece after the latter's passing.,Unknown,3,TRUE,Unknown,Did Fox News Use an Image of Patti LaBelle During Their Aretha Franklin Tribute?,"Aretha Franklin,Fox News,Over the Rainbow,Patti LaBelle,Reuters,Somewhere Over the Rainbow,Twitter,White House,twitter","Aretha Franklin,Fox News,Patti LaBelle","aretha franklin, fox news, patti labelle",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/fox-patti-labelle-aretha-franklin/,English
http://data.gesis.org/claimskg/claim_review/24ba8308-8044-53c6-beb7-50660cb920f7,'I've cast a couple of 99-1 votes' and been the lone dissenter.,2007-09-07,3,TRUE,Fred Thompson,Federalist Fred,"Fred Thompson,Give me,No Child Left Behind Act,Samaritans,Sioux City, Iowa,Volunteer Protection Act",,Candidate Biography,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2007/sep/12/fred-thompson/federalist-fred/,English
http://data.gesis.org/claimskg/claim_review/4ed05ab9-ea89-5055-a98e-efbdc62a1056,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received 'harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.',2011-04-29,3,TRUE,Kim Simac,Wisconsin tea party leader says Democrat-hired telemarketer called recall petition signers,"Democrat,Eagle River,Jim Holperin,PolitiFact,Republican,Republican Party,Scott Walker,St. Cloud, Minn,Vilas County,Wisconsin,collective bargaining,recall election,what you’re",Jim Holperin,"Elections,State Budget",politifact,http://www.politifact.com,http://www.politifact.com/wisconsin/statements/2011/may/18/kim-simac/wisconsin-tea-party-leader-says-democrat-hired-tel/,English
http://data.gesis.org/claimskg/claim_review/3242f739-bba1-56d8-80d7-2e8b18b1d665,Obama has 'visited more countries and met with more world leaders than any president in his first six months in office.',2009-11-19,3,TRUE,Chain email,Chain e-mail claims Obama has visited more countries in first six months of presidency than predecessors,"Barack Obama,Bill Clinton,Brendan Doherty,CBS News,George H.W. Bush,George W. Bush,Jimmy Carter,Lynn University,Mark Knoller,Obama administration,Panama,Ronald Reagan,Theodore Roosevelt,U.S. Department of State,U.S. Naval Academy,White House,achain,dataon,s international",,Foreign Policy,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2009/nov/20/chain-email/chain-e-mail-claims-obama-has-visited-more-countri/,English
http://data.gesis.org/claimskg/claim_review/6969e6c3-0068-56b9-bdb9-ded248b9cb6a,Image reproduces women’s housekeeping and grooming instructions from a 1949 Singer sewing manual.,Unknown,3,TRUE,Unknown,Advice from a 1949 Singer Sewing Manual,"Mary Brooks Picken,Singer Sewing Machine Company,needlework,textile arts",,"ASP Article, Documents",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/sewing-discontent/,English
http://data.gesis.org/claimskg/claim_review/fb0c1678-b91a-5ab8-8afb-204c82ebc324,'It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.',2014-02-09,3,TRUE,Candy Crowley,CNN's Candy Crowley says it's unusual for a president or their family not to attend the Olympics,"2000 Summer games,Al Gore,Athens,Australia,Barbara Bush,Beijing,Bill Clinton,Billie Jean King,CNN,Candy Crowley,George H. W. Bush,George W. Bush,Greece,Janet Napolitano,Japan,Nagano,Russia,Salt Lake City,Salt Lake City, Utah,Sochi,Sydney,Tipper Gore,Vladimir Putin,White House,beach volleyball,behind the make-up",,Sports,politifact,http://www.politifact.com,http://www.politifact.com/punditfact/statements/2014/feb/09/candy-crowley/cnns-candy-crowley-says-its-unusual-president-or-t/,English
http://data.gesis.org/claimskg/claim_review/fd1e15bf-4e62-536c-8f29-06238f4e32ae,Some German states have banned Red Bull’s ‘Simply Cola’ drink after claiming it contains trace amounts of cocaine.,Unknown,3,TRUE,Unknown,Red Bull Cocaine,"Agence France Presse,Associated Press,Coca-Cola,Cocaine,Federal Institute for Risk Assessment,Hong Kong,Red Bull,Red Bull Cola,Red Bull Simply Cola,Red Bull: Cola,Simply Cola,St. Petersburg Times,Wall Street Journal,cocaine","Red Bull,Simply Cola,cocaine","ASP Article, potent potables",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/bull-snort/,English
http://data.gesis.org/claimskg/claim_review/0eb84580-0a46-5f17-9480-e4e82f86504a,"About 106,000 soldiers had 'a prescription of three weeks or more' for pain, depression or anxiety medication.",2010-08-08,3,TRUE,Gen. Peter Chiarelli,U.S. Army report documents problem of suicides in the military.,"Peter Chiarelli,SSRIs,Selective Serotonin Reuptake Inhibitors,Serotonin,This Week with Christiane Amanpour,anti-anxiety drugs,antidepressant,hucking,opiate,prescription drug",anxiety,"Health Care,Military,This Week - ABC News",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2010/aug/10/gen-peter-chiarelli/us-army-report-documents-problem-suicides-military/,English
http://data.gesis.org/claimskg/claim_review/7f3f5e8e-0374-5a53-8574-40b675faaf78,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,2013-05-22,3,TRUE,Derek Ryan,"Derek Ryan says first 8 chosen to draw Austin City Council districts are 7 Democratic primary voters, 1 GOP primary voter","2007 general election,Art Lopez,Democrat,Derek Ryan,Huffington Post,Jeff Smith,Republican,Republican?' Party,Terry Keel,Texas secretary of state,Travis County,commission members,primary election,will know",Republican,"City Government,Corrections and Updates",politifact,http://www.politifact.com,http://www.politifact.com/texas/statements/2013/jun/04/derek-ryan/derek-ryan-says-first-8-chosen-draw-austin-city-co/,English
